Hugo_Symbol,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum,exp_mean,exp_var,exp_ccle,rep_time,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,chr,start,end,expression_CCLE,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC,gene_betweeness,gene_degree,nonsilent_to_silent,label,class
C7orf69,0,8,0,0,0,0,0,0,0,14,0,0,0,3,1,0,0,0,0,26,0,21,0.553674301,0.546359476,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,3.75,0,0
LILRA4,0,14,0,8,8,5,0,0,0,146,12,0,0,76,0,1,8,5,0,257,0,217,6.681498285,2.688949838,19.50288657,8.988684687,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.02917364,0.06739893,19,54844693,54850421,742939.2,507,5.59E-06,0.49331,-0.009192556,31,46.54054,92.67568,0.964044,106.7738,9.567213,56.93518,0.000152065,24.91374182,2.116883117,0,0
ZNF709,0,3,0,12,5,0,0,0,2,166,31,0,0,37,1,0,5,0,0,252,0,165,6.681498285,2.688949838,20.74245994,9.214319121,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,19,12571999,12595632,1754294,593,2.89E-06,0.42409,-0.000440139,26,57.27027,96.89189,0.9546484,165.0393,26.6623,40.07972,0.000152065,24.91374182,5.210526316,0,0
ZNF595,0,0,0,85,0,0,0,0,0,84,15,0,0,35,3,1,0,0,0,223,0,192,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0,1,2.833333333,0,0
RHCG,0,5,0,4,3,1,1,0,2,88,4,0,0,35,6,0,4,1,0,144,0,133,6.681498285,2.688949838,19.51226459,8.50779464,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.405061161,0.086257856,15,90014638,90039799,747784.3,363,2.48E-06,0.50885,0.0221774,10,46.97297,88.45946,0.8940299,98.49508,10.40328,58.72414,0.000152065,24.91374182,2.75,0,0
RPS26,0,6,0,16,2,0,0,0,0,11,1,0,0,7,0,1,3,0,0,41,0,42,6.681498285,2.688949838,21.36087762,7.754887502,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.062234589,0.000459621,12,56435686,56438005,2693176,215,2.61E-06,0.47967,0.03766619,34,51.18919,97.97297,0.8718031,115.4,7.859016,48.37262,0.000153524,131,1.5,0,0
ZEB2,0,67,0,17,13,1,1,0,10,364,29,0,0,130,3,0,22,1,0,612,0,421,6.681498285,2.688949838,15.78347456,9.28077077,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,2,145141942,145277958,56401.62,621,4.39E-06,0.382345,0.01591195,3,54.35135,96.2973,0.9334259,168.6164,27.86885,44.26063,2.75E-05,20,3.030534351,0,0
BAIAP2L1,0,22,0,1,11,0,1,0,12,89,7,0,0,43,1,0,15,1,0,171,0,160,9.449666703,5.465715755,19.21825932,7.965784285,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,7,97920964,98030427,609918.5,249,4.08E-06,0.494975,0.03639769,8,48.7027,91.13514,0.7631238,145.4,23.13115,45.43521,1.07E-05,14,2.204545455,0,0
TRAP1,0,0,0,0,7,1,3,0,47,92,5,0,0,47,6,0,10,2,0,196,0,169,6.681498285,2.688949838,19.22227181,7.924812504,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.260875676,0.019336717,16,3708039,3767598,611617.2,242,1.75E-06,0.49022,0.04267376,41,42.81081,88.83784,0.8517078,81.01639,4.672131,55.71706,0.000428903,69,2.166666667,0,0
NXPH2,0,16,0,0,2,1,1,0,0,100,2,0,0,33,0,0,3,1,0,151,0,123,6.681498285,2.688949838,16.07552344,9.394462695,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,2,139426729,139537811,69057.12,672,5.56E-06,0.390145,-0.003833649,3,52.13514,93.08108,0.8900143,83.2918,8.127869,48.76941,1.68E-05,19,3.029411765,0,0
FOXF2,0,21,0,0,0,1,0,0,1,51,5,0,0,22,0,0,0,1,0,100,0,87,6.681498285,2.688949838,16.81058168,8.912889336,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.206477059,0.034854913,6,1390069,1395831,114943.8,481,2.85E-06,0.44231,0.01446384,5,35.81081,62.35135,0.9256686,88.18361,8.216393,57.36157,2.41E-06,7,2.47826087,0,0
OR8S1,0,0,0,0,0,0,0,0,0,78,4,0,0,64,1,0,0,0,0,147,0,126,6.681498285,2.688949838,20.51078348,8.721099189,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,12,48919415,48921885,1494035,421,2.50E-06,0.40668,0.02538299,19,56.24324,98.94595,0.9885054,139.0197,18.66885,48.97898,0.000152065,24.91374182,1.276923077,0,0
ARPC4-TTLL3,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,3,0,0,7,0,9,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,1.35E-06,11,0,0,0
KRT78,0,18,0,1,3,1,0,0,0,110,8,0,0,46,0,0,4,1,0,182,0,159,6.681498285,2.688949838,20.76443914,8.174925683,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,12,53232746,53242778,1781225,288,2.00E-06,0.4918,0.02717522,31,50.54054,94.62162,0.8945472,92.59016,9.111475,55.97977,6.50E-06,11,2.531914894,0,0
CCL26,0,17,0,1,0,1,0,0,0,11,3,0,0,7,2,0,0,2,0,40,0,39,2.383760866,3.66157712,19.94893894,8,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.21713212,0.040369424,7,75398842,75419064,1012112,255,3.85E-06,0.48051,0.0514401,10,54.08108,98.72973,0.8098426,80.62951,4.537705,49.09659,0,1,2.125,0,0
CCL4L2,0,9,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,15,0,14,5.787729797,3.416014658,19.40035393,9.419960178,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,17,34538468,34641838,691970.9,684,2.76E-06,0.46863,0.01294374,29,30.67568,63.37838,0.03400538,182.4,29.77705,50.7595,0,1,1.333333333,0,0
MIR369,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,21,0,22,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
INTS4L2,1,0,0,0,0,0,0,0,5,0,0,0,68,0,3,0,4,0,0,73,0,67,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,3,0,0
COX7B,0,5,0,11,1,0,0,0,0,20,3,0,0,0,1,3,2,0,0,42,0,41,6.681498285,2.688949838,19.06721927,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.252869027,0.042212066,23,77154961,77160881,549293.1,443.4357224,2.69E-06,0.41074,0.01898523,5,34.2973,85.67568,0.8659026,67.1377,1,38.91458,0,1,24,0,0
CEACAM1,0,12,0,3,0,1,0,1,3,73,4,0,0,39,3,0,1,2,0,136,0,114,6.681498285,2.688949838,18.91811173,8.573647187,0.002280873,0.027457315,0.06277811,0.01839198,-0.082204245,0.027870376,1.552179691,0.027499116,19,43011459,43032661,495356.9,380,3.46E-06,0.44975,0.005451973,29,55.27027,99.02703,0.9106936,197.6492,37.55738,49.16738,0.000160704,13,2.05,0,0
ZNF627,0,7,0,8,5,0,0,0,1,84,20,0,0,24,1,0,6,0,0,144,0,116,6.681498285,2.688949838,20.02277687,8.625708843,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,19,11708235,11729974,1065261,394,2.58E-06,0.49169,0.01479527,31,54.72973,96.27027,0.9488572,96.79672,7.4,43.98589,0,1,4.2,0,0
RNU6-714P,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
SNORA73B,10,0,15,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,33,0,33,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
LYSMD4,0,14,0,1,1,0,0,0,0,41,7,0,0,24,0,0,1,0,0,87,0,78,6.681498285,2.688949838,17.40648406,8.988684687,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.748012193,0.052652131,15,100267614,100273626,173728.6,507,4.11E-06,0.36356,0.01571156,7,53.05405,96.35135,0.9437192,155.2525,21.12459,48.86908,0.000152065,24.91374182,1.92,0,0
PDGFD,0,21,0,10,4,1,0,0,17,102,12,1,0,37,2,0,6,1,0,200,0,177,6.681498285,2.688949838,14.25685513,9.955649908,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.322515101,0.07923307,11,103777915,104035027,19575.77,992,4.95E-06,0.37522,-0.01037454,3,51.51351,96.16216,0.9054762,147.9344,22.18033,49.4082,0.000152065,24.91374182,3.078947368,0,0
SALL3,14,0,0,0,4,2,0,0,0,280,10,0,0,193,0,0,4,2,0,497,0,387,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.284743016,0.046466122,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,1.40E-07,3,1.505154639,0,0
RBM33,0,58,0,0,15,7,2,0,11,138,12,0,0,82,2,0,23,7,0,297,0,232,6.681498285,2.688949838,17.70442176,9.337621902,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,7,155437203,155574179,213579.7,646,4.07E-06,0.42955,0.01043796,8,47.56757,94.32432,0.8612833,55.67213,3.609836,50.29166,8.64E-05,14,1.915662651,0,0
RIMS2,27,0,0,0,22,4,2,0,236,555,55,0,0,199,12,0,50,11,0,1051,0,751,6.681498285,2.688949838,17.60110046,10.01680829,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,8,104512976,105265451,198818.6,1035,5.55E-06,0.356175,-0.00771624,7,52.54054,92.62162,0.7740725,96.76721,8.583607,40.23544,2.58E-05,10,3.13,0,0
TROAP,0,10,0,0,6,3,1,0,34,114,9,0,0,40,1,1,7,3,0,209,0,178,6.681498285,2.688949838,21.0278095,7.459431619,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.094298931,0.001444957,12,49716971,49725513,2137968,175,2.26E-06,0.50204,0.03708698,29,50.64865,96.7027,0.9401777,166.6852,27.50492,55.86584,3.08E-05,19,3.097560976,0,0
ZUFSP,0,6,0,0,6,2,1,0,0,78,12,0,0,23,4,0,7,3,0,122,0,109,6.681498285,2.688949838,17.9183118,8.906890596,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,6,116956781,116989973,247712.3,479,3.05E-06,0.37655,0.009537986,13,45.64865,94.32432,0.9231447,113.341,9.055738,33.96805,3.15E-06,6,4,0,0
DCAF7,20,17,0,10,0,0,0,0,41,27,2,0,0,12,0,1,9,0,0,121,0,116,6.681498285,2.688949838,19.83402069,7.95419631,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,17,61627822,61671639,934619.2,247,2.14E-06,0.52127,-0.001468243,9,53.81081,95.35135,0.8543322,93.99672,7.986885,51.61402,0.000156626,53,2.230769231,0,0
MED9,0,7,0,9,0,0,0,0,0,21,1,0,0,9,0,0,1,0,0,46,0,43,6.681498285,2.688949838,19.80424842,7.787902559,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.036780275,0.000257459,17,17380300,17396534,915529.5,220,2.06E-06,0.505,-0.003030347,11,40.51351,80.32432,0.8663686,92.76721,5.468852,58.64628,3.10E-05,44,2.2,0,0
DCHS2,0,7,1,2,25,6,2,0,20,791,58,0,0,338,12,1,29,6,0,1228,0,748,6.681498285,2.688949838,15.94899271,10.00140819,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.393911445,0.039742121,4,155155527,155412930,63258.42,1024,4.11E-06,0.382125,0.003238556,6,48.05405,95.94595,0.9321061,116.0262,10.71803,42.13986,0,1,2.557522124,0,0
C17orf77,0,50,0,6,0,0,0,0,2,56,4,0,0,34,1,2,0,2,0,153,0,128,0.626952646,2.266105576,19.41388386,8.980139578,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,17,72581057,72590348,698490.9,504,2.77E-06,0.49233,0.0103614,13,56.75676,98.94595,0.3245482,114.7082,8.819672,49.95854,0.000152065,24.91374182,1.742857143,0,0
PTGES2,0,6,0,0,4,0,0,0,0,29,1,0,0,17,2,0,4,0,0,55,0,53,6.681498285,2.688949838,20.85616257,7.614709844,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.931315322,0.006167015,9,130882973,130890474,1898149,195,2.00E-06,0.49069,0.03189156,25,40.10811,80.72973,0.8718412,65.13115,3.265574,61.12261,7.16E-05,11,1.777777778,0,0
PTPRM,0,21,0,15,4,2,0,0,2,306,26,0,0,139,13,1,4,3,0,522,0,398,6.681498285,2.688949838,16.01886477,9.445014846,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.243449783,0.046290175,18,7567314,8406858,66397.58,696,3.84E-06,0.406147,-0.01712227,3,52.21622,96.48649,0.8312101,114.6066,11.47869,44.27959,6.49E-09,2,2.478571429,0,0
COX19,0,17,0,9,3,0,0,0,0,20,0,0,0,3,0,0,4,0,0,48,0,45,6.681498285,2.688949838,19.5452145,8.438791853,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,7,1004486,1015235,765059.6,346,3.33E-06,0.59477,0.03367729,11,52.62162,83.86486,0.815748,241.0328,38.79672,43.46622,0.000152065,24.91374182,5,0,0
ARTN,0,2,0,11,1,0,0,0,11,11,0,0,0,2,0,0,2,1,0,35,0,33,4.74090402,4.39465343,19.7438274,7.74819285,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.563744276,0.054934958,1,44398992,44402911,877978.3,214,1.85E-06,0.47756,0.0354651,23,24.91892,48.02703,0.845383,16.99016,0,66.31152,0,1,3.666666667,0,0
SLAIN2,0,3,0,1,3,1,0,0,0,77,5,0,0,19,0,0,3,1,0,105,0,94,6.681498285,2.688949838,18.24649939,8.361943774,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,4,48343613,48428213,310987,328,3.23E-06,0.39224,0.05536834,10,44.7027,88.35135,0.8444458,76.23607,5.947541,41.65237,3.04E-05,12,4.15,0,0
CTD-2207O23.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,2,0,0
RMI1,0,39,0,3,3,0,1,0,0,83,8,0,0,27,0,0,10,3,0,151,0,125,6.681498285,2.688949838,18.80799381,8.426264755,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,9,86595637,86618982,458954.2,343,2.54E-06,0.40066,0.01438481,8,51.78378,98.16216,0.975295,141.3115,17.07541,35.34229,1.22E-05,22,3.25,0,0
TSEN34,1,14,4,0,2,1,0,1,5,54,4,0,0,18,0,0,3,3,0,98,0,86,6.681498285,2.688949838,19.48858941,8.781359714,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,19,54694119,54698394,735613,439,5.65E-06,0.51542,-0.05268387,27,42.18919,80.83784,0.9514471,111.1049,11.0623,59.80559,6.34E-06,13,3.157894737,0,0
GAA,0,10,0,1,13,1,0,0,1,118,5,0,0,83,8,0,13,1,0,226,0,197,6.681498285,2.688949838,19.34009784,7.894817763,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.06550926,0.000757337,17,78075355,78093678,663665,237,2.65E-06,0.51879,0.02744334,8,44.32432,80.10811,0.9003778,76.97377,4.645902,63.37454,2.58E-05,23,1.571428571,0,0
IGHJ5,0,0,0,0,1,0,0,0,0,12,1,0,0,10,0,0,2,0,0,22,0,20,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,1.181818182,0,0
RAB3GAP2,0,19,0,4,19,8,4,0,123,199,17,1,0,76,8,0,35,10,0,433,0,352,6.681498285,2.688949838,19.31261445,8.897845456,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.110955096,0.002336132,1,220321610,220445843,651141.8,476,3.75E-06,0.385975,0.003883798,5,46.78378,94.7027,0.6858702,129.0623,17.98689,38.69125,1.21E-05,21,3.012987013,0,0
ZNF821,0,2,0,4,0,0,1,0,3,52,6,0,0,18,2,0,1,0,0,87,0,80,6.681498285,2.688949838,18.83798142,7.357552005,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,16,71893589,71917412,468593.8,163,2.49E-06,0.43585,0.0278278,14,47.13514,92.62162,0.8921187,154.023,20.16721,50.42593,2.96E-07,4,3.157894737,0,0
DERL3,0,5,0,1,1,0,0,0,17,26,2,0,0,12,0,0,1,1,0,62,0,56,6.681498285,2.688949838,19.28174035,7.622051819,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,22,24176691,24181199,637355.2,196,3.05E-06,0.51647,0.05239067,16,40.59459,77.05405,0.874337,37.73443,0.5147541,64.1143,2.34E-08,3,2.153846154,0,0
OXER1,0,10,0,1,5,5,0,0,0,54,1,0,0,31,0,0,6,6,0,95,0,93,6.681498285,2.688949838,18.3915289,8.566054038,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.565590101,0.007782178,2,42989641,42991401,343875,378,1.87E-06,0.39913,0.02846152,7,48.72973,89.37838,0.9632539,70.9082,4.514754,60.98274,0.000152065,24.91374182,1.875,0,0
GYPC,0,17,0,1,0,0,0,0,2,34,0,0,0,11,3,0,0,0,0,68,0,64,6.681498285,2.688949838,17.42903235,9.558420713,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.702410642,0.119564373,2,127413684,127454245,176465.2,753,5.27E-06,0.43586,-0.003183592,1,49.64865,90.37838,0.7961181,97.07541,8.92459,56.07017,0,1,3.083333333,0,0
OR10S1,0,0,0,1,4,1,0,0,0,133,4,1,0,77,0,0,4,1,0,216,0,184,6.681498285,2.688949838,16.71430992,9.698704667,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,11,123847403,123848398,107523.8,830,4.33E-06,0.36076,-0.005046627,14,49.48649,93.2973,1,106.4525,8.970492,52.9305,0.000152065,24.91374182,1.769230769,0,0
BGN,0,2,0,3,0,0,1,0,3,78,3,0,0,33,0,0,1,0,0,122,0,101,12.43176537,3.983835406,19.88926405,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.839177253,0.074294436,23,152760347,152775004,971101.5,443.4357224,2.66E-06,0.54638,0.007432587,22,27.21622,60.18919,0.8848134,99.35738,11.08525,60.07524,0.000140964,9,2.382352941,0,0
PNLDC1,0,9,0,18,7,0,0,0,1,127,12,0,0,64,6,0,7,0,0,237,0,188,6.681498285,2.688949838,19.31588323,8.826548487,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.767418961,0.028618658,6,160221301,160241735,652618.8,453,3.32E-06,0.43174,0.02630921,9,52.81081,96.64865,0.838291,148.7541,21.76721,46.56434,0.000152065,24.91374182,2.230769231,0,0
MAP3K7CL,0,11,0,2,2,0,0,0,5,41,4,0,0,14,1,0,2,0,0,78,0,70,6.681498285,2.688949838,18.27077028,7.199672345,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,21,30452873,30548200,316263.1,146,2.41E-06,0.40771,0.07701022,6,53.86486,99.75676,0.8008098,114.7213,9.114754,44.44638,1.53E-06,6,3.066666667,0,0
SLC26A10,1,9,0,17,1,1,0,0,8,91,8,1,0,31,5,0,2,1,0,170,0,152,6.681498285,2.688949838,20.34292973,8.430452552,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.233434914,0.063830909,12,58013693,58019933,1329939,344,2.31E-06,0.48686,0.0523849,33,49.37838,92.21622,0.9360462,214.5541,34.48525,54.68325,0.000152065,24.91374182,3.28125,0,0
SLC25A51,0,1,0,3,2,3,0,0,1,42,6,0,0,12,1,1,4,3,0,65,0,58,6.681498285,2.688949838,18.8899798,9.036173613,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,9,37887594,37904350,485791.2,524,2.32E-06,0.433995,0.0277225,12,55.10811,99.13514,0.9687202,186.0492,30.94426,41.7895,9.73E-07,3,4,0,0
MYBPC1,0,1,2,8,4,0,0,0,10,259,14,0,0,93,11,1,7,0,0,396,0,304,6.681498285,2.688949838,18.40936234,8.810571635,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,12,101988747,102079657,348152.1,448,3.22E-06,0.40184,0.00588477,7,52.56757,98.78378,0.8780031,110.6098,11.50492,40.95573,1.57E-05,10,3.021276596,0,0
QSOX2,0,12,0,0,2,3,0,0,0,100,6,0,0,39,1,0,3,3,0,157,0,140,6.681498285,2.688949838,19.83691577,7.936637939,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,9,139098182,139137687,936496.6,244,2.78E-06,0.57689,0.03950181,16,46.24324,89.56757,0.8797627,108.2197,11.45902,56.045,1.62E-05,12,2.75,0,0
PHYHIP,0,11,0,7,2,0,0,0,0,60,0,0,0,29,0,0,2,1,0,106,0,90,6.681498285,2.688949838,19.16412103,7.622051819,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.833947897,0.063684861,8,22077217,22089851,587454.9,196,2.13E-06,0.56341,0.04960711,14,42.94595,85.27027,0.9026419,60.6918,2.111475,60.80745,9.61E-05,28,2,0,0
IFNL1,0,16,0,9,1,0,0,0,0,28,3,0,0,18,1,0,3,0,0,73,0,65,6.681498285,2.688949838,20.81040767,8.164906927,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,19,39786965,39789311,1838894,286,2.54E-06,0.52418,0.02940816,33,55.59459,89.48649,0.9298732,130.5639,14.03607,57.76662,0.000152065,24.91374182,1.684210526,0,0
KRTAP5-4,0,22,1,4,1,1,0,0,0,49,6,0,0,32,0,0,1,1,0,114,0,96,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,1.696969697,0,0
IGSF5,0,16,0,5,1,0,0,1,0,102,4,0,0,33,6,0,1,1,0,166,0,140,6.681498285,2.688949838,18.12459086,9.575539247,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,21,41117334,41174021,285788,762,3.19E-06,0.42921,-0.0701272,8,50.78378,98.67568,0.8625584,83.05246,3.806557,44.51615,4.42E-07,3,3.323529412,0,0
